source,event_id,eventDivisionid,Name,sail_no,athlete_id,place,Points
PWA,258,313,Kevin Ponichtera,US-006,Ponichtera_US-006,0,1
PWA,258,313,Francisco Porcella,I-69,Porcella_I-69,0,947
PWA,258,313,Jason Prior,KC-0,Prior_KC-0,0,1
PWA,258,313,Matt Pritchard,US-10,Pritchard_US-10,0,1402
PWA,258,313,Robert Sand,D-62,Sand_D-62,0,1
PWA,258,313,Josh Stone,USA-6,Stone_USA-6,0,947
PWA,258,313,Alex Aguera,US-151,Aguera_US-151,0,1
PWA,258,313,Riley Coon,US-26,Coon_US-26,0,1
PWA,258,313,Nat Gill,US-19,Gill_US-19,0,603
PWA,258,313,Jake Miller,US-77,Miller_US-77,0,603
PWA,258,313,Sean Ordonez,US-20,Ordonez_US-20,0,947
PWA,258,313,Yann Quilfen,F-21,Quilfen_F-21,0,838
PWA,258,313,Leo Ray,F-200,Ray_F-200,0,736
PWA,258,313,Michael Richard,F-7a,Richard_F-7a,0,1
PWA,258,313,Robert Teriitehau,F-2000,Teriitehau_F-2000,0,1
PWA,258,313,Martin Van Geenhoven,KC-25,Van Geenhoven_KC-25,0,1
PWA,258,313,Nicholas Warmuth,US-36,Warmuth_US-36,0,1
PWA,258,313,Pablo Wohlgemuth,A-19,Wohlgemuth_A-19,0,1
PWA,258,313,Marcilio Browne,BRA-105,Browne_BRA-105,0,603
PWA,258,313,Leon Belanger,DR-1,Belanger_DR-1,0,1
PWA,258,313,Luke Johnson,KA-86,Johnson_KA-86,0,1
PWA,258,313,Peleg Miron,ISR-22,Miron_ISR-22,0,1
PWA,258,313,Eyal Shelef,ISR-43,Shelef_ISR-43,0,947
PWA,258,312,Nayra Alonso,E-4,Alonso_E-4,0,0
PWA,258,312,Lucy Horwood,GBR-95,Horwood_GBR-95,0,0
PWA,258,312,Karin Jaggi,SUI-14,Jaggi_SUI-14,0,0
PWA,258,312,Iballa Ruano Moreno,E-63,Ruano Moreno_E-63,0,0
PWA,258,312,Daida Ruano Moreno,E-64,Ruano Moreno_E-64,0,0
