name,age,nationality,sail_no,pwa_url,current_sponsors,pwa_yob
Damien Cervera,27.0,French ,FRA-422,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1562&cHash=bd70b75b3d4611799b7a770ca1b59905,"Starboard, Severne Windsurfing",1998.0
Benoit Cervera,26.0,French ,FRA-360,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1761&cHash=41c4b4450dfd86007225c99f27ce126f,,1999.0
Sergei Chaika,54.0,Russian ,RUS-17,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1093&cHash=147ae0205b461b396c7162ccdb277abf,Starboard,1971.0
Andy 'Bubble' Chambers,41.0,British ,K-540,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=730&cHash=a769af35d0f71d54edb47f3027d37fee,"JP, NeilPryde, Animal Clothing, K4 Fins, Club Vass, Boardwise",1984.0
Miguel Chapuis,23.0,Spanish ,E-99,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1799&cHash=ecf76e0d6d65f20ca3135be59df64585,"Flikka, North Sails, Mystic, 41 Eyewear",2002.0
Maeli Cherel,37.0,French ,AUS-558,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1485&cHash=0ea25c78ad3255e150fd01b0f6836166,"Severne Windsurfing, Sensi Bikinis",1988.0
Michael Chovan,43.0,Slovakian ,SVK-70,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2128&cHash=c863775cd18005c39b30789dd96614b6,,1982.0
Manolis Chrysopoulos,28.0,Greek ,GRE-374,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2131&cHash=8e9bdb606204bd7c9088bef80200f22b,"JP Australia, NeilPryde",1997.0
Svenja Chudoba,34.0,Swiss ,SUI-686,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2147&cHash=279bbb40c76c06594105a4367da42f1b,Duotone,1991.0
Chung Hyun Chung Hyun,36.0,Korean ,KR-630,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2140&cHash=cc53e62e2320283cf41174a4cf9395c3,,1989.0
Michele Cicerone,53.0,Italian ,ITA-96,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1255&cHash=7d373247f8d795da9fe39c4e8ac772b7,"RRD, Challenger Sails, Selin srl",1972.0
Carlos Climaco,,Portuguese ,POR-181,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1792&cHash=e36522d440aa6ccdaf69f4cec59b5c36,,
Baptiste Cloarec,24.0,French ,F-258,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1885&cHash=8e5c296b47305c9eba025d0134e6afc2,"RRD, K4 Fins",2001.0
Angela Cochran,,American ,US-21,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1918&cHash=79e9c8047faa048149d636580386844c,"Quatro International, Simmer Style",
Kataya Coelho,,Indian ,IND-3,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2244&cHash=c41e6078476b319a3abe8eb7b359655a,,
Juline Collin,,French ,FRA-89,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1840&cHash=f68ffd6ad32529654193bcb53e4b89ad,,
Elia Colombo,29.0,Swiss ,SUI-2,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2142&cHash=faae7c9e9cb4f60ba4383e45e380b5a2,"Patrik Boards, Patrik Sails",1996.0
Gonzalo Costa Hoevel,45.0,Argentinian ,ARG-3,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=381&cHash=997ffd98d359cbad21bdbb69f137dbec,"Starboard, Severne Windsurfing, Chopper Fins, Rip-Curl, Starboard Foil",1980.0
Giuseppe Costanzo,19.0,Italian ,TF-27,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2211&cHash=9a6080e28cc024cdf5a1e2099e2d0122,"JP Australia, Goya Windsurfing",2006.0
Sammie Costin,,Australian ,AUS-420,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2050&cHash=77d67a00f77829350a63d606af5e3448,,
Fabien Courtiade,,French ,FRA-70,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1836&cHash=d4185872331fa32a806f60cdb90026f5,"S2Maui, JP, Starboard",
Matthieu Courtot,,French ,NC-91,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1927&cHash=40d11bedd45e16336af0389ff8f42cd7,,
Alexandre Cousin,36.0,French ,FRA-752,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1142&cHash=1d91b2fb11b6c5c913ea0aa2b1bf161a,"Patrik Boards, Patrik Sails, Chopper Fins, Quiksilver, Patrik Foils",1989.0
Delphine Cousin Questel,33.0,French ,FRA-775,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1140&cHash=9c49439a5aaa3ad2a77396898216910d,"FMX Racing, S2Maui, ION, Starboard Foil",1992.0
Antonio Cozzolino,38.0,New Zealander ,NZL-1,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1856&cHash=016180a105b382776adb7c61d6459be8,"Starboard, Severne Windsurfing, Starboard Foil",1987.0
Anna Cripsey,20.0,Australian ,AUS-444,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2239&cHash=34ae893c7b0f0c9f7cafa551fd2fd096,,2005.0
Jessica Crisp,55.0,Australian ,AUS-15,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1559&cHash=f089bd6743f1de0413c4062086908285,"Patrik Boards, Hot Sails Maui, Parker's Organic Juices",1970.0
Shawna Cropas,52.0,Canadian ,KC-99,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=104&cHash=af19a46b6e538bfcd176f738554d40ea,"JP, NeilPryde, Kaenon Sunglasses",1973.0
Andrea Cucchi,49.0,Italian ,I-1,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=186&cHash=2ee4320d5d5f7a8b9c2cbcc526ce483e,"Starboard, Point 7, Plansrl.it, Gul",1976.0
Camila Curinao,30.0,Chilean ,CHI-34,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2164&cHash=d923c158d60bb1d95738435199740e9e,,1995.0
Arnon Dagan,48.0,Israeli ,ISR-1,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=187&cHash=7f20e31fab780a3115c20a6dca752f92,"Future Fly Boards, NeilPryde, Z-fins",1977.0
Ennio dal Pont,27.0,Dutch ,ITA-465,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1780&cHash=ff0041ba636a4f3e0206d2ce177b7e01,"Fanatic, Duotone, F4Fins, O'Neill, F4 Foils",1998.0
Ingmar Daldorf,34.0,Dutch ,NED-191,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1525&cHash=4f795090f746790d7858e5b16d5f0622,"Tabou Boards, GA Sails, Sonntag-fins, Ci-Engineers",1991.0
Kenneth Danielsen,40.0,Danish ,D-38,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1128&cHash=540090d84e071cf73503654fdb6ecff0,"Flikka, Simmer Style, Plasma Boardwear, Aeron, Fysklinik",1985.0
Björn Dankers,29.0,German ,GER-66,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1522&cHash=849ccabef1daad0087644eeeba6a66df,"Tabou Boards, GA Sails, Maui Ultra Fins, Brunotti Sportswear, bugatti-Team Sylt",1996.0
Aurora dApolito,36.0,Italian ,ITA-2501,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1767&cHash=4aeb3c5636189b7b5f49e5d16348942f,"Flikka, Severne Windsurfing, Edvan de Souza (Bra250)",1989.0
Mae Davico,,French ,FRA-203,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1834&cHash=51760deffc455f66a7eb1da1cf98bb93,"Patrik Boards, Loftsails, Patrik Foils",
Mar De Arce,21.0,Spanish ,E-279,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1797&cHash=920bb92b54a5d1d46e809d4979f68d58,"Star-Fish, Loftsails, Cutre Windsurfing, Gregor Fins, Unifiber",2004.0
Esteban De Cruz,20.0,French ,F-3003,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2184&cHash=6e7993a1f70193f908c59cf0a4e33361,Severne Windsurfing,2005.0
Hugo De Fonvielle,,French ,NC-150,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1924&cHash=e2922d468ad34ded2189f168f615ac50,,
Esther De Geus,33.0,Dutch ,NED-16,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1182&cHash=da92bc8ead28b7af90e81ee185b5ad9b,"Duotone, Fanatic",1992.0
Bobbi-Lynn De Jong,15.0,Caribbean ,NB-46,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2120&cHash=c2bab206114698795510d8a472c1f763,"Starboard, NeilPryde, Jibe City",2010.0
Rafael De la Figuera,57.0,Spanish ,ESP-441,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1879&cHash=d66317c13162d6d6d83fdcfb3c286801,"I-99, Starboard Foil",1968.0
Hugo De Sousa,28.0,Brazilian ,BRA-204,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1441&cHash=39bf1476dc6e774e8d758fa1bd869ccd,"RRD, Wind Jeri, Maui Ultra Fins",1997.0
Jomilson De Souza,30.0,Brazilian ,BRA-840,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1808&cHash=1bcf596df678c244fb4da736b0cd3ef8,"RRD, Wind Jeri, Danilo Lanteri Fins",1995.0
Rafael de Windt,30.0,Dutch ,CUR-45,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1263&cHash=80ac94e7d52de2372502edcb7dcf7e0c,"F2, Hot Sails Maui, NuCapital, Makani Fins, Bomber Eyewear, Reptile Masts",1995.0
Titouan Debarnot,,French ,FRA-2340,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1925&cHash=329a822b6df03b37763ef3eeb8618305,,
Debeuf,,Belgian ,Bel-96,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1915&cHash=da9116283ea2fd5bd3219aa86af5a3d1,,
Franciszek Debowski,20.0,Polish ,POL-200,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2190&cHash=d9c090fc7659073b3af3b07bdc3ec6c7,"FMX Racing, Point 7",2005.0
Sol Degrieck,15.0,Belgian ,B-5,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2024&cHash=97ecbbcc081df08b7c69906cc6f37b22,"Severne Windsurfing, Brunotti Sportswear",2010.0
Victor Delerue,21.0,Andorran ,FRA-96,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2200&cHash=e0a9a5d7b13479c8a46b7adaca727846,"Patrik Boards, Patrik Sails, Patrik Foils",2004.0
Matteo Della Fiorentina,17.0,Italian ,ITA-315,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2194&cHash=80033fa94987f1f86d59dbbaff534e7e,"FMX Racing, Point 7, Patrik Foils",2008.0
Leon Delle,32.0,German ,GER-6,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1746&cHash=28075b159e7e03ca18c493577a12315b,"I-99, Point-7, Xcel, Unifiber",1993.0
Deniz Demirasal,46.0,Turkish ,TUR-204,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1073&cHash=adbb51d1da76d18bf0a0eeef661b4b07,"Basipilates, Basisystems",1979.0
Justin Denel,29.0,French ,F-541,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1410&cHash=0925e41b30fb3add4177ca23eea4304f,"JP, NeilPryde",1996.0
Jules Denel,34.0,French ,FRA-41,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=972&cHash=bd8986407dbb46f92a62fc1aa869da47,"Tabou Boards, GA Sails, Sooruz, Deboichet, Unifiber",1991.0
Mael Denis,21.0,French ,F-235,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2181&cHash=456d9e6e7a144fb3305699d793039b1e,RRD,2004.0
Nicolo Di Marco,24.0,Italian ,ITA-37,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2125&cHash=60b3db361af72a21d3a1541a6042d03e,,2001.0
Daniel Di Rosa,,Italian ,ITA-87,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1921&cHash=de366f00c205808ebb973dc2140914bc,S2Maui,
Douglas Diaz,39.0,Venezuelan ,V-34,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=355&cHash=69c32afd2265e734ab9e08db26226de0,,1986.0
Jimmy Diaz,56.0,American ,ISV-11,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=189&cHash=15225d630c5251cefece07e0802aed54,"Starboard, Duotone, Meanline Fins, ION, Starboard Foil",1969.0
Patrik Diethelm,53.0,Swiss ,SUI-20,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=190&cHash=3cc03381a8b858d1b9ed0ea7b4278b41,"Patrik Boards, Sailloft Hamburg, Netsurfing",1972.0
James Dinsmore,50.0,British ,GBR-659,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1201&cHash=5c06e9f6ea7b5ef65ba6e6646332d5a9,"Starboard, Point-7",1975.0
Elena Dominick,24.0,German ,G-1309,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2196&cHash=1f3379e4f040764ead89a669c7a91337,Severne Windsurfing,2001.0
Ibrahim Ali Dönmez,17.0,Turkish ,TUR-5727,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2199&cHash=69f433f10bb8540c870839bc4f4ea1ca,"Duotone, F4 Foils",2008.0
Nathan Doom,23.0,French ,FRA-1508,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1757&cHash=b4a50213402325a60d66ccf96e12a346,NeilPryde,2002.0
David Drda,19.0,Czech Republic ,CZE-63,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2022&cHash=7b0b5d8c0fb33310182d249945710885,,2006.0
Kilian Du Couëdic,50.0,French ,F-777,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=316&cHash=12b9134aeebc2c77e9322bc731018d9e,"Fanatic, Duotone, Mystic",1975.0
Corto Dumond,22.0,French ,NC-26,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1758&cHash=3e23ab3a4a5958af5027c128b9f553d9,"RRD, IPS, IMMO",2003.0
Björn Dunkerbeck,55.0,Dutch ,ESP-11,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=13&cHash=79809a850477628b52e8730a13ada6e4,"Starboard, Severne Windsurfing, Ocean Earth, Red Bull, GoPro, DunkerbeckEyewear, surfbd.com, D-LAB, GerMedicum, Ecotel, SOMWR",1970.0
Liam Dunkerbeck Morales,21.0,Spanish ,E-11,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1893&cHash=dc2cb8f49b7614006028a4397a3d1e75,"Duotone, Dunkerbeck Pro Center, Red Bull, Ecotel, SOMWR, MFC",2004.0
Yann Dupont,30.0,French ,F-972,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1606&cHash=9f105e3c3b2b283e275b561fc4a0e0c3,"GUNSAILS, Mystic, IConcept, Neway La Rochelle Surfshop, Horue foil",1995.0
Hugo Dupré,30.0,French ,F-549,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1700&cHash=a9327f12e5ca81da7a10847684b445a2,SwellAddiction,1995.0
Marion Dusart,34.0,French ,F-306,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1416&cHash=dab0228171278e510a8204117a230eeb,"Patrik Boards, GUNSAILS, Island Tribe, Reptile Masts, Vector Fins, Chinook",1991.0
Tilo Eber,38.0,German ,G-414,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1225&cHash=9acf9902f405ebcf66d4b02046214b4b,"JP, NeilPryde, NP, Maui Ultra Fins",1987.0
Clare Elliott,31.0,British ,K-101,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1727&cHash=9f3e7e149538bca8ad4126c4ca648751,"Starboard, Severne Windsurfing, Saltrock, Club Vass, Maui Ultra Fins",1994.0
Benedikt Emser,18.0,German ,GER-219,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2084&cHash=ea4a2b342d4741bae4089e4b6034e3e4,"Patrik Boards, Patrik Sails, Patrik Foils, SW-Automation, WSC LA, Bug Fins",2007.0
Alisa Engelmann,25.0,German ,GER-369,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2191&cHash=8205960a3f34ad3e274d0fa8eae17f3d,"Patrik Boards, Patrik Sails, Xcel",2000.0
Elif Ercan,18.0,Turkish ,TUR-571,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2144&cHash=275ef82d7301168b9eabaaa4caa35d6d,"Duotone, F4 Foils",2007.0
Lena Aylin Erdil,36.0,Turkish ,GER-33,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=838&cHash=ba693bd6b9c53dee06e89ca2730707de,"Starboard, Point-7, AL360, Red Bull, Chopper Fins, Prolimit, Puma, Bodrumsport",1989.0
Lina Erpenstein,28.0,German ,G-3,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1462&cHash=6dec132fb5db27169f7bac67b077c98c,"Severne Windsurfing, Xcel",1997.0
Lina Eržen,19.0,Slovenian ,SLO-51,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1814&cHash=73d972ba55e35934342a033d5dd1368d,"Starboard, Severne Windsurfing, Prolimit",2006.0
Alexa Escherich,23.0,German ,G-200,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1679&cHash=a0a5bb239a3073fa3bb53864d6446e6b,"JP, NeilPryde, Maui Ultra Fins, Fuerte Action",2002.0
Bastien Escofet,25.0,French ,FRA-126,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1703&cHash=1a87355955a7715538bdf6bf204ba7ff,"RRD, Tribal Windsurfing, iFins Inter., Forward, Horue foil, Chinook",2000.0
Sam Esteve,27.0,French ,F-79,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1600&cHash=d69352f420ce9d709807ff93d1e5799d,"JP Australia, NeilPryde",1998.0
"Jose ""Gollito"" Estredo",36.0,Venezuelan ,V-10,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=608&cHash=acfc4c88b3274441eed09bb003180380,"WeOne, GUNSAILS, MFC, Wind Jeri, Furia Team",1989.0
Aron Etmon,26.0,Dutch ,CUR-2,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1487&cHash=70b28a944a3cf0b317ed2226e5c52dd6,"Starboard, S2Maui, DunkerbeckEyewear, Netvision NV, Insel Air, Princess Traveller, Fanbased",1999.0
Tomer Ettedgui,,Israeli ,ISR-21,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1968&cHash=030c91e10bc25dbbdb0ec37f4e0f39d1,,
Cyril Evrard,21.0,Belgian ,BEL-250,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2032&cHash=905a6091ec6c73f6446cb3460e71f9c0,"JP Australia, NeilPryde, NeilPryde Foils, Bug Fins",2004.0
Graham Ezzy,35.0,American ,USA-1,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=634&cHash=e85fc980479def2bb5cabdc75e5357b1,"Tabou Boards, Ezzy Sails, Dakine, Chinook, Bluesmiths, K4 Fins",1990.0
Davide Fabbi,26.0,Andorran ,ITA-30,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1891&cHash=cb1fc8b7bcd9e604d6edc9622e34c674,"I-99, Challenger Sails",1999.0
Mattia Fabrizi,33.0,Italian ,ITA-991,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1189&cHash=fdac9cee5a82d71093cfecda131890c2,"Patrik Boards, Challenger Sails, Danilo Lanteri Fins, Ride Engine, Techno Limits, ABC Chiropratica",1992.0
James Faley,22.0,British ,GBR-426,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1980&cHash=30e7c66c843ee3460b4a5cd4ab8851b3,"NeilPryde, JP, otc-windsurf.com",2003.0
Maelle Fantin,25.0,French ,FRA-868,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1759&cHash=de1eb06bf5332d42578c3dc24db04f28,,2000.0
Victor Fasquelle,23.0,French ,FRA-73,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2121&cHash=860e8df6fb3ae9fd86e5a5c2d3762e77,,2002.0
Russ Faurot,41.0,American ,US-785,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1469&cHash=c0533f619d2e6d7cedf05c2a5f17cdc5,"Quatro International, S2Maui, Dakine, Black Project Fins",1984.0
Andrea Ferin,39.0,Italian ,ITA-111,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1347&cHash=4a91c76716a6b384e9d5a4eb81a16403,"I-99, Challenger Sails, AL360, Windsurfing Tools",1986.0
Victor Fernandez,40.0,Spanish ,E-42,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=165&cHash=4437392fbcace5420e71359283332e0c,"Duotone, Quiksilver, MFC, SWOX",1985.0
Victor Fernandez Quiles,26.0,Spanish ,ESP-651,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1724&cHash=892983c4896b903dbbf0cebb51c463b8,"Point-7, Asociación Española de Funboard (AEF), Real Federación Española de Vela (RFEV)",1999.0
Cameron Fernillot,,French ,NC-2703,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1765&cHash=36f907b764eba45cc6bdb0f92b45e8a0,,
Samuele Ferraro,19.0,Italian ,I-505,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2115&cHash=db26695d57c0172b6d464009e448ff42,"Patrik Boards, Patrik Sails",2006.0
Sven Feuer,25.0,Italian ,ITA-86,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1976&cHash=8144606a6f530245d47c2f3b492d7d7d,"JP, NeilPryde, NeilPryde Foils, Sudtirol1, Sudtiroler Sporthilfe",2000.0
Cesar Filipi,,French ,C-16,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2251&cHash=21bf3bdea9be3f3f103d2de869ee3669,,
Julien Flechet,,French ,F-67,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1989&cHash=26951c1bc4adf2bd3749219afd9f30b4,"Flikka, Hot Sails Maui, Black Project Fins, Prolimit",
Titouan Flechet,,French ,F-47,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1990&cHash=4ee141829408c40e2df400577ad540eb,"Flikka, Hot Sails Maui",
Francesca Floris,,Italian ,ITA-2111,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1826&cHash=8d179f7489819eca8da18e5be13317d0,RRD,
Marc Fokkinga,50.0,Dutch ,NED-2411,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1121&cHash=df16857157a84644f336c117889ba269,,1975.0
Nico Fores,24.0,Spanish ,ESP-260,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1883&cHash=d47769700bf99d0ca852566ffc802620,"Tabou Boards, Loftsails",2001.0
Sacha Fortune,19.0,French ,FRA-655,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2072&cHash=f6db4ad0041def2a00d126e0f814cd94,,2006.0
Salome Fournier,20.0,French ,F-59,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1992&cHash=f3ec8baa660e0de7ca53d0c0eba7bc09,"MB-Boards, Sailloft Hamburg",2005.0
Coraline Foveau,25.0,French ,F-351,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1813&cHash=47937ecf26ebd6962e1a69053f8ce68a,"Flikka, GUNSAILS, Mercedes-Benz",2000.0
Angela Adrian Francisco,,Philippino ,PH-013,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2062&cHash=9c746990bf8480a10bcb1aebb6113019,,
Camilo Franco,33.0,Colombia ,COL-19,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1753&cHash=c00d3c801ded7e9652f70558488accaa,,1992.0
Jean Carlos Franklin,29.0,Brazilian ,BRA-202,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2085&cHash=3fec70a84c5b856c89876b01c6d8db8c,,1996.0
Elton (Taty) Frans,40.0,Dutch ,NB-9,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=333&cHash=db79b3f3abd894c78bdeac60c1f15bfa,"Future Fly Boards, Point 7, Brunotti Sportswear, ZFins, ZFoils",1985.0
