,source,event_id,eventDivisionId,sex,round_name,round_order,heat_id,heat_order,total_winners_progressing,winners_progressing_to_round_order,total_losers_progressing,losers_progressing_to_round_order,Total_Round_Heats,Max_Heats,actual_heat_order,y_pos
653,Live Heats,321863,584936,Men,Round 6,5,2578694,0,1.0,7.0,1.0,6.0,4,4,1,1.0
654,Live Heats,321863,584936,Men,Round 7,6,2578695,0,2.0,3.0,,,1,4,1,2.5
655,Live Heats,321863,584936,Men,Round 8,7,2578696,0,1.0,9.0,1.0,8.0,2,4,1,2.0
656,Live Heats,321863,584936,Men,Round 9,8,2578697,0,1.0,2.0,,,1,4,1,2.5
657,Live Heats,321863,584936,Men,Final,9,2578698,0,0.0,1.0,,,1,4,1,2.5
658,Live Heats,321863,584936,Men,Round 1,0,2578671,1,1.0,2.0,2.0,1.0,2,4,2,3.0
659,Live Heats,321863,584936,Men,Round 4,3,2578699,1,2.0,5.0,2.0,4.0,4,4,2,2.0
660,Live Heats,321863,584936,Men,Round 5,4,2578702,1,2.0,3.0,,,2,4,2,3.0
661,Live Heats,321863,584936,Men,Round 6,5,2578703,1,1.0,7.0,1.0,6.0,4,4,2,2.0
662,Live Heats,321863,584936,Men,Round 8,7,2578706,1,1.0,9.0,1.0,8.0,2,4,2,3.0
663,Live Heats,321863,584936,Men,Round 4,3,2578700,2,2.0,5.0,2.0,4.0,4,4,3,3.0
664,Live Heats,321863,584936,Men,Round 6,5,2578704,2,1.0,7.0,1.0,6.0,4,4,3,3.0
665,Live Heats,321863,584936,Men,Round 4,3,2578701,3,2.0,5.0,2.0,4.0,4,4,4,4.0
666,Live Heats,321863,584936,Men,Round 6,5,2578705,3,1.0,7.0,1.0,6.0,4,4,4,4.0
667,Live Heats,321863,584937,Masters,Quarterfinal,0,2578723,0,1.0,2.0,2.0,1.0,2,2,1,1.0
668,Live Heats,321863,584937,Masters,Semifinal,1,2578725,0,2.0,3.0,,,1,2,1,1.5
669,Live Heats,321863,584937,Masters,Final,2,2578726,0,,,,,1,2,1,1.5
670,Live Heats,321863,584937,Masters,Quarterfinal,0,2578724,1,1.0,2.0,2.0,1.0,2,2,2,2.0
671,Live Heats,321863,584938,Junior Girls,Final 1,0,2588459,0,3.0,4.0,,,1,1,1,1.0
672,Live Heats,321863,584938,Junior Girls,Final,1,2589975,0,,,,,1,1,1,1.0
673,Live Heats,321863,584939,Junior Boys,Final 1,0,2578800,0,,,,,1,1,1,1.0
674,Live Heats,321863,584939,Junior Boys,Final,1,2589839,0,0.0,1.0,,,1,1,1,1.0
675,Live Heats,321863,584941,Pro Junior Boys,Quarterfinal,0,2578727,0,1.0,2.0,2.0,1.0,2,2,1,1.0
676,Live Heats,321863,584941,Pro Junior Boys,Semifinal,1,2578729,0,,,,,1,2,1,1.5
677,Live Heats,321863,584941,Pro Junior Boys,Final,2,2578730,0,,,,,1,2,1,1.5
678,Live Heats,321863,584941,Pro Junior Boys,Quarterfinal,0,2578728,1,1.0,2.0,2.0,1.0,2,2,2,2.0
679,Live Heats,321863,584942,Grand Masters,Round 1,0,2578801,0,2.0,2.0,2.0,1.0,3,3,1,1.0
680,Live Heats,321863,584942,Grand Masters,R2,1,2578804,0,2.0,3.0,,,1,3,1,2.0
681,Live Heats,321863,584942,Grand Masters,Semifinal,2,2578806,0,2.0,3.0,,,2,3,1,1.5
682,Live Heats,321863,584942,Grand Masters,Final,3,2578807,0,0.0,1.0,,,1,3,1,2.0
683,Live Heats,321863,584942,Grand Masters,Round 1,0,2578802,1,2.0,2.0,2.0,1.0,3,3,2,2.0
684,Live Heats,321863,584942,Grand Masters,Semifinal,2,2578808,1,2.0,3.0,,,2,3,2,2.5
685,Live Heats,321863,584942,Grand Masters,Round 1,0,2578803,2,2.0,2.0,2.0,1.0,3,3,3,3.0
686,Live Heats,321864,584943,Women,Round 1,0,2603277,0,,,,,1,1,1,1.0
687,Live Heats,321864,584943,Women,Quarterfinal,1,2603381,0,,,,,1,1,1,1.0
688,Live Heats,321864,584943,Women,FInal #3,2,2603382,0,0.0,1.0,,,1,1,1,1.0
689,Live Heats,321864,584943,Women,Final,3,2622540,0,,,,,1,1,1,1.0
690,Live Heats,321864,584944,Men,Round 1,0,2603363,0,,,,,2,4,1,2.0
691,Live Heats,321864,584944,Men,Round 2,1,2603365,0,2.0,3.0,,,1,4,1,2.5
692,Live Heats,321864,584944,Men,Round 3,2,2603366,0,2.0,4.0,2.0,3.0,4,4,1,1.0
693,Live Heats,321864,584944,Men,R4 Redemption,3,2603370,0,2.0,3.0,,,2,4,1,2.0
694,Live Heats,321864,584944,Men,Quarterfinal,4,2603374,0,2.0,3.0,,,4,4,1,1.0
695,Live Heats,321864,584944,Men,Semifinal,5,2603376,0,2.0,3.0,,,2,4,1,2.0
696,Live Heats,321864,584944,Men,Final,6,2603377,0,0.0,1.0,,,1,4,1,2.5
697,Live Heats,321864,584944,Men,Round 1,0,2603364,1,,,,,2,4,2,3.0
698,Live Heats,321864,584944,Men,Round 3,2,2603367,1,2.0,4.0,2.0,3.0,4,4,2,2.0
699,Live Heats,321864,584944,Men,R4 Redemption,3,2603371,1,2.0,3.0,,,2,4,2,3.0
700,Live Heats,321864,584944,Men,Quarterfinal,4,2603375,1,2.0,3.0,,,4,4,2,2.0
701,Live Heats,321864,584944,Men,Semifinal,5,2603378,1,2.0,3.0,,,2,4,2,3.0
702,Live Heats,321864,584944,Men,Round 3,2,2603368,2,2.0,4.0,2.0,3.0,4,4,3,3.0
703,Live Heats,321864,584944,Men,Quarterfinal,4,2603379,2,2.0,3.0,,,4,4,3,3.0
704,Live Heats,321864,584944,Men,Round 3,2,2603369,3,2.0,4.0,2.0,3.0,4,4,4,4.0
705,Live Heats,321864,584944,Men,Quarterfinal,4,2603380,3,2.0,3.0,,,4,4,4,4.0
706,Live Heats,321864,584945,Masters,Round 1,0,2603390,0,,,,,1,3,1,2.0
707,Live Heats,321864,584945,Masters,R2 Challenger,1,2603392,0,0.0,1.0,,,1,3,1,2.0
708,Live Heats,321864,584945,Masters,R3 Seeding,2,2603393,0,2.0,4.0,2.0,3.0,3,3,1,1.0
709,Live Heats,321864,584945,Masters,R4 Redemption,3,2603396,0,1.0,2.0,,,2,3,1,1.5
710,Live Heats,321864,584945,Masters,Semifinal,4,2603398,0,2.0,3.0,,,2,3,1,1.5
711,Live Heats,321864,584945,Masters,Final,5,2603400,0,0.0,1.0,,,1,3,1,2.0
712,Live Heats,321864,584945,Masters,R3 Seeding,2,2603394,1,2.0,4.0,2.0,3.0,3,3,2,2.0
713,Live Heats,321864,584945,Masters,R4 Redemption,3,2603397,1,1.0,2.0,,,2,3,2,2.5
714,Live Heats,321864,584945,Masters,Semifinal,4,2603399,1,2.0,3.0,,,2,3,2,2.5
715,Live Heats,321864,584945,Masters,R3 Seeding,2,2603395,2,2.0,4.0,2.0,3.0,3,3,3,3.0
716,Live Heats,321864,584950,Grand Masters,Final,0,2603278,0,0.0,1.0,,,1,1,1,1.0
717,Live Heats,322457,585833,Women,Final,0,2518163,0,0.0,1.0,,,1,1,1,1.0
718,Live Heats,322457,585834,Men,Final,0,2518175,0,0.0,1.0,,,1,1,1,1.0
719,Live Heats,268537,587986,Open AM,Round 1,0,2522878,0,,,,,7,7,1,1.0
720,Live Heats,268537,587986,Open AM,Semifinal,1,2522885,0,3.0,4.0,,,2,7,1,3.5
721,Live Heats,268537,587986,Open AM,Final,2,2522891,0,,,,,1,7,1,4.0
722,Live Heats,268537,587986,Open AM,Round 1,0,2522879,1,,,,,7,7,2,2.0
723,Live Heats,268537,587986,Open AM,Semifinal,1,2522887,1,3.0,4.0,,,2,7,2,4.5
724,Live Heats,268537,587986,Open AM,Round 1,0,2522880,2,,,,,7,7,3,3.0
725,Live Heats,268537,587986,Open AM,Round 1,0,2522881,3,,,,,7,7,4,4.0
726,Live Heats,268537,587986,Open AM,Round 1,0,2522882,4,,,,,7,7,5,5.0
727,Live Heats,268537,587986,Open AM,Round 1,0,2522883,5,,,,,7,7,6,6.0
728,Live Heats,268537,587986,Open AM,Round 1,0,2522884,6,,,,,7,7,7,7.0
729,Live Heats,266589,601831,Grand Masters,Semifinal,0,2543920,0,0.0,1.0,,,2,2,1,1.0
730,Live Heats,266589,601831,Grand Masters,Final,1,2549844,0,0.0,1.0,,,1,2,1,1.5
731,Live Heats,266589,601831,Grand Masters,Semifinal,0,2549842,1,0.0,1.0,,,2,2,2,2.0
732,PWA,252,284,Women,Round 1,0,841_1a,1 a,1.0,,,,16,16,1,1.0
733,PWA,252,284,Women,Round 1,0,841_1b,1 b,1.0,,,,16,16,2,2.0
734,PWA,252,284,Women,Round 2,1,841_10a,10 a,1.0,,,,8,16,1,5.0
735,PWA,252,284,Women,Round 2,1,841_10b,10 b,1.0,,,,8,16,2,6.0
736,PWA,252,284,Women,Round 2,1,841_11a,11 a,1.0,,,,8,16,3,7.0
737,PWA,252,284,Women,Round 2,1,841_11b,11 b,1.0,,,,8,16,4,8.0
738,PWA,252,284,Women,Round 2,1,841_12a,12 a,1.0,,,,8,16,5,9.0
739,PWA,252,284,Women,Round 2,1,841_12b,12 b,1.0,,,,8,16,6,10.0
740,PWA,252,284,Women,Round 3,2,841_13a,13 a,1.0,,,,4,16,1,7.0
741,PWA,252,284,Women,Round 3,2,841_13b,13 b,1.0,,,,4,16,2,8.0
742,PWA,252,284,Women,Round 3,2,841_14a,14 a,1.0,,,,4,16,3,9.0
743,PWA,252,284,Women,Round 3,2,841_14b,14 b,1.0,,,,4,16,4,10.0
744,PWA,252,284,Women,Round 4,3,841_15a,15 a,1.0,,,,2,16,1,8.0
745,PWA,252,284,Women,Round 4,3,841_15b,15 b,1.0,,,,2,16,2,9.0
746,PWA,252,284,Women,Round 5,4,841_16a,16,1.0,,,,2,16,1,8.0
747,PWA,252,284,Women,Round 5,4,841_17a,17,1.0,,,,2,16,2,9.0
748,PWA,252,284,Women,Round 1,0,841_2a,2 a,1.0,,,,16,16,3,3.0
749,PWA,252,284,Women,Round 1,0,841_2b,2 b,1.0,,,,16,16,4,4.0
750,PWA,252,284,Women,Round 1,0,841_3a,3 a,1.0,,,,16,16,5,5.0
751,PWA,252,284,Women,Round 1,0,841_3b,3 b,1.0,,,,16,16,6,6.0
752,PWA,252,284,Women,Round 1,0,841_4a,4 a,1.0,,,,16,16,7,7.0
753,PWA,252,284,Women,Round 1,0,841_4b,4 b,1.0,,,,16,16,8,8.0
754,PWA,252,284,Women,Round 1,0,841_5a,5 a,1.0,,,,16,16,9,9.0
755,PWA,252,284,Women,Round 1,0,841_5b,5 b,1.0,,,,16,16,10,10.0
756,PWA,252,284,Women,Round 1,0,841_6a,6 a,1.0,,,,16,16,11,11.0
757,PWA,252,284,Women,Round 1,0,841_6b,6 b,1.0,,,,16,16,12,12.0
758,PWA,252,284,Women,Round 1,0,841_7a,7 a,1.0,,,,16,16,13,13.0
759,PWA,252,284,Women,Round 1,0,841_7b,7 b,1.0,,,,16,16,14,14.0
760,PWA,252,284,Women,Round 1,0,841_8a,8 a,1.0,,,,16,16,15,15.0
761,PWA,252,284,Women,Round 1,0,841_8b,8 b,1.0,,,,16,16,16,16.0
762,PWA,252,284,Women,Round 2,1,841_9a,9 a,1.0,,,,8,16,7,11.0
763,PWA,252,284,Women,Round 2,1,841_9b,9 b,1.0,,,,8,16,8,12.0
764,PWA,252,285,Men,Round 1,0,840_1a,1 a,1.0,,,,16,16,1,1.0
765,PWA,252,285,Men,Round 1,0,840_1b,1 b,1.0,,,,16,16,2,2.0
766,PWA,252,285,Men,Round 2,1,840_10a,10 a,1.0,,,,8,16,1,5.0
767,PWA,252,285,Men,Round 2,1,840_10b,10 b,1.0,,,,8,16,2,6.0
768,PWA,252,285,Men,Round 2,1,840_11a,11 a,1.0,,,,8,16,3,7.0
769,PWA,252,285,Men,Round 2,1,840_11b,11 b,1.0,,,,8,16,4,8.0
770,PWA,252,285,Men,Round 2,1,840_12a,12 a,1.0,,,,8,16,5,9.0
771,PWA,252,285,Men,Round 2,1,840_12b,12 b,1.0,,,,8,16,6,10.0
772,PWA,252,285,Men,Round 3,2,840_13a,13 a,1.0,,,,4,16,1,7.0
773,PWA,252,285,Men,Round 3,2,840_13b,13 b,1.0,,,,4,16,2,8.0
774,PWA,252,285,Men,Round 3,2,840_14a,14 a,1.0,,,,4,16,3,9.0
775,PWA,252,285,Men,Round 3,2,840_14b,14 b,1.0,,,,4,16,4,10.0
776,PWA,252,285,Men,Round 4,3,840_15a,15 a,1.0,,,,2,16,1,8.0
777,PWA,252,285,Men,Round 4,3,840_15b,15 b,1.0,,,,2,16,2,9.0
778,PWA,252,285,Men,Round 5,4,840_16a,16,1.0,,,,2,16,1,8.0
779,PWA,252,285,Men,Round 5,4,840_17a,17,1.0,,,,2,16,2,9.0
780,PWA,252,285,Men,Round 1,0,840_2a,2 a,1.0,,,,16,16,3,3.0
781,PWA,252,285,Men,Round 1,0,840_2b,2 b,1.0,,,,16,16,4,4.0
782,PWA,252,285,Men,Round 1,0,840_3a,3 a,1.0,,,,16,16,5,5.0
783,PWA,252,285,Men,Round 1,0,840_3b,3 b,1.0,,,,16,16,6,6.0
784,PWA,252,285,Men,Round 1,0,840_4a,4 a,1.0,,,,16,16,7,7.0
785,PWA,252,285,Men,Round 1,0,840_4b,4 b,1.0,,,,16,16,8,8.0
786,PWA,252,285,Men,Round 1,0,840_5a,5 a,1.0,,,,16,16,9,9.0
787,PWA,252,285,Men,Round 1,0,840_5b,5 b,1.0,,,,16,16,10,10.0
788,PWA,252,285,Men,Round 1,0,840_6a,6 a,1.0,,,,16,16,11,11.0
789,PWA,252,285,Men,Round 1,0,840_6b,6 b,1.0,,,,16,16,12,12.0
790,PWA,252,285,Men,Round 1,0,840_7a,7 a,1.0,,,,16,16,13,13.0
791,PWA,252,285,Men,Round 1,0,840_7b,7 b,1.0,,,,16,16,14,14.0
792,PWA,252,285,Men,Round 1,0,840_8a,8 a,1.0,,,,16,16,15,15.0
793,PWA,252,285,Men,Round 1,0,840_8b,8 b,1.0,,,,16,16,16,16.0
794,PWA,252,285,Men,Round 2,1,840_9a,9 a,1.0,,,,8,16,7,11.0
795,PWA,252,285,Men,Round 2,1,840_9b,9 b,1.0,,,,8,16,8,12.0
796,PWA,252,286,Women,Round 1,0,841_18a,18 a,1.0,,,,8,8,1,1.0
797,PWA,252,286,Women,Round 1,0,841_18b,18 b,1.0,,,,8,8,2,2.0
798,PWA,252,286,Women,Round 1,0,841_19a,19 a,1.0,,,,8,8,3,3.0
799,PWA,252,286,Women,Round 1,0,841_19b,19 b,1.0,,,,8,8,4,4.0
800,PWA,252,286,Women,Round 1,0,841_20a,20 a,1.0,,,,8,8,5,5.0
801,PWA,252,286,Women,Round 1,0,841_20b,20 b,1.0,,,,8,8,6,6.0
802,PWA,252,286,Women,Round 1,0,841_21a,21 a,1.0,,,,8,8,7,7.0
803,PWA,252,286,Women,Round 1,0,841_21b,21 b,1.0,,,,8,8,8,8.0
804,PWA,252,286,Women,Round 2,1,841_22a,22 a,1.0,,,,8,8,1,1.0
805,PWA,252,286,Women,Round 2,1,841_22b,22 b,1.0,,,,8,8,2,2.0
806,PWA,252,286,Women,Round 2,1,841_23a,23 a,1.0,,,,8,8,3,3.0
807,PWA,252,286,Women,Round 2,1,841_23b,23 b,1.0,,,,8,8,4,4.0
808,PWA,252,286,Women,Round 2,1,841_24a,24 a,1.0,,,,8,8,5,5.0
809,PWA,252,286,Women,Round 2,1,841_24b,24 b,1.0,,,,8,8,6,6.0
810,PWA,252,286,Women,Round 2,1,841_25a,25 a,1.0,,,,8,8,7,7.0
811,PWA,252,286,Women,Round 2,1,841_25b,25 b,1.0,,,,8,8,8,8.0
812,PWA,252,286,Women,Round 3,2,841_26a,26 a,1.0,,,,4,8,1,3.0
813,PWA,252,286,Women,Round 3,2,841_26b,26 b,1.0,,,,4,8,2,4.0
814,PWA,252,286,Women,Round 3,2,841_27a,27 a,1.0,,,,4,8,3,5.0
815,PWA,252,286,Women,Round 3,2,841_27b,27 b,1.0,,,,4,8,4,6.0
816,PWA,252,286,Women,Round 4,3,841_28a,28 a,1.0,,,,4,8,1,3.0
817,PWA,252,286,Women,Round 4,3,841_28b,28 b,1.0,,,,4,8,2,4.0
818,PWA,252,286,Women,Round 4,3,841_29a,29 a,1.0,,,,4,8,3,5.0
819,PWA,252,286,Women,Round 4,3,841_29b,29 b,1.0,,,,4,8,4,6.0
820,PWA,252,286,Women,Round 5,4,841_30a,30 a,1.0,,,,2,8,1,4.0
821,PWA,252,286,Women,Round 5,4,841_30b,30 b,1.0,,,,2,8,2,5.0
822,PWA,252,286,Women,Round 6,5,841_31a,31,1.0,,,,6,8,1,2.0
823,PWA,252,286,Women,Round 6,5,841_32a,32,1.0,,,,6,8,2,3.0
824,PWA,252,286,Women,Round 6,5,841_33a,33,1.0,,,,6,8,3,4.0
825,PWA,252,286,Women,Round 6,5,841_34a,34,1.0,,,,6,8,4,5.0
826,PWA,252,286,Women,Round 6,5,841_35a,35,1.0,,,,6,8,5,6.0
827,PWA,252,286,Women,Round 6,5,841_36a,36,1.0,,,,6,8,6,7.0
828,PWA,252,287,Men,Round 1,0,840_18a,18 a,1.0,,,,8,8,1,1.0
829,PWA,252,287,Men,Round 1,0,840_18b,18 b,1.0,,,,8,8,2,2.0
830,PWA,252,287,Men,Round 1,0,840_19a,19 a,1.0,,,,8,8,3,3.0
831,PWA,252,287,Men,Round 1,0,840_19b,19 b,1.0,,,,8,8,4,4.0
832,PWA,252,287,Men,Round 1,0,840_20a,20 a,1.0,,,,8,8,5,5.0
833,PWA,252,287,Men,Round 1,0,840_20b,20 b,1.0,,,,8,8,6,6.0
834,PWA,252,287,Men,Round 1,0,840_21a,21 a,1.0,,,,8,8,7,7.0
835,PWA,252,287,Men,Round 1,0,840_21b,21 b,1.0,,,,8,8,8,8.0
836,PWA,252,287,Men,Round 2,1,840_22a,22 a,1.0,,,,8,8,1,1.0
837,PWA,252,287,Men,Round 2,1,840_22b,22 b,1.0,,,,8,8,2,2.0
838,PWA,252,287,Men,Round 2,1,840_23a,23 a,1.0,,,,8,8,3,3.0
839,PWA,252,287,Men,Round 2,1,840_23b,23 b,1.0,,,,8,8,4,4.0
840,PWA,252,287,Men,Round 2,1,840_24a,24 a,1.0,,,,8,8,5,5.0
841,PWA,252,287,Men,Round 2,1,840_24b,24 b,1.0,,,,8,8,6,6.0
842,PWA,252,287,Men,Round 2,1,840_25a,25 a,1.0,,,,8,8,7,7.0
843,PWA,252,287,Men,Round 2,1,840_25b,25 b,1.0,,,,8,8,8,8.0
844,PWA,252,287,Men,Round 3,2,840_26a,26 a,1.0,,,,4,8,1,3.0
845,PWA,252,287,Men,Round 3,2,840_26b,26 b,1.0,,,,4,8,2,4.0
846,PWA,252,287,Men,Round 3,2,840_27a,27 a,1.0,,,,4,8,3,5.0
847,PWA,252,287,Men,Round 3,2,840_27b,27 b,1.0,,,,4,8,4,6.0
848,PWA,252,287,Men,Round 4,3,840_28a,28 a,1.0,,,,4,8,1,3.0
849,PWA,252,287,Men,Round 4,3,840_28b,28 b,1.0,,,,4,8,2,4.0
850,PWA,252,287,Men,Round 4,3,840_29a,29 a,1.0,,,,4,8,3,5.0
851,PWA,252,287,Men,Round 4,3,840_29b,29 b,1.0,,,,4,8,4,6.0
852,PWA,252,287,Men,Round 5,4,840_30a,30 a,1.0,,,,2,8,1,4.0
853,PWA,252,287,Men,Round 5,4,840_30b,30 b,1.0,,,,2,8,2,5.0
854,PWA,252,287,Men,Round 6,5,840_31a,31,1.0,,,,6,8,1,2.0
855,PWA,252,287,Men,Round 6,5,840_32a,32,1.0,,,,6,8,2,3.0
856,PWA,252,287,Men,Round 6,5,840_33a,33,1.0,,,,6,8,3,4.0
857,PWA,252,287,Men,Round 6,5,840_34a,34,1.0,,,,6,8,4,5.0
858,PWA,252,287,Men,Round 6,5,840_35a,35,1.0,,,,6,8,5,6.0
859,PWA,252,287,Men,Round 6,5,840_36a,36,1.0,,,,6,8,6,7.0
860,PWA,256,296,Women,Round 1,0,872_1a,1 a,1.0,,,,16,16,1,1.0
861,PWA,256,296,Women,Round 1,0,872_1b,1 b,1.0,,,,16,16,2,2.0
862,PWA,256,296,Women,Round 2,1,872_10a,10 a,1.0,,,,8,16,1,5.0
863,PWA,256,296,Women,Round 2,1,872_10b,10 b,1.0,,,,8,16,2,6.0
864,PWA,256,296,Women,Round 2,1,872_11a,11 a,1.0,,,,8,16,3,7.0
865,PWA,256,296,Women,Round 2,1,872_11b,11 b,1.0,,,,8,16,4,8.0
866,PWA,256,296,Women,Round 2,1,872_12a,12 a,1.0,,,,8,16,5,9.0
867,PWA,256,296,Women,Round 2,1,872_12b,12 b,1.0,,,,8,16,6,10.0
868,PWA,256,296,Women,Round 3,2,872_13a,13 a,1.0,,,,4,16,1,7.0
869,PWA,256,296,Women,Round 3,2,872_13b,13 b,1.0,,,,4,16,2,8.0
870,PWA,256,296,Women,Round 3,2,872_14a,14 a,1.0,,,,4,16,3,9.0
871,PWA,256,296,Women,Round 3,2,872_14b,14 b,1.0,,,,4,16,4,10.0
872,PWA,256,296,Women,Round 4,3,872_15a,15 a,1.0,,,,2,16,1,8.0
873,PWA,256,296,Women,Round 4,3,872_15b,15 b,1.0,,,,2,16,2,9.0
874,PWA,256,296,Women,Round 5,4,872_16a,16,1.0,,,,2,16,1,8.0
875,PWA,256,296,Women,Round 5,4,872_17a,17,1.0,,,,2,16,2,9.0
876,PWA,256,296,Women,Round 1,0,872_2a,2 a,1.0,,,,16,16,3,3.0
877,PWA,256,296,Women,Round 1,0,872_2b,2 b,1.0,,,,16,16,4,4.0
878,PWA,256,296,Women,Round 1,0,872_3a,3 a,1.0,,,,16,16,5,5.0
879,PWA,256,296,Women,Round 1,0,872_3b,3 b,1.0,,,,16,16,6,6.0
880,PWA,256,296,Women,Round 1,0,872_4a,4 a,1.0,,,,16,16,7,7.0
881,PWA,256,296,Women,Round 1,0,872_4b,4 b,1.0,,,,16,16,8,8.0
882,PWA,256,296,Women,Round 1,0,872_5a,5 a,1.0,,,,16,16,9,9.0
883,PWA,256,296,Women,Round 1,0,872_5b,5 b,1.0,,,,16,16,10,10.0
884,PWA,256,296,Women,Round 1,0,872_6a,6 a,1.0,,,,16,16,11,11.0
885,PWA,256,296,Women,Round 1,0,872_6b,6 b,1.0,,,,16,16,12,12.0
886,PWA,256,296,Women,Round 1,0,872_7a,7 a,1.0,,,,16,16,13,13.0
887,PWA,256,296,Women,Round 1,0,872_7b,7 b,1.0,,,,16,16,14,14.0
888,PWA,256,296,Women,Round 1,0,872_8a,8 a,1.0,,,,16,16,15,15.0
889,PWA,256,296,Women,Round 1,0,872_8b,8 b,1.0,,,,16,16,16,16.0
890,PWA,256,296,Women,Round 2,1,872_9a,9 a,1.0,,,,8,16,7,11.0
891,PWA,256,296,Women,Round 2,1,872_9b,9 b,1.0,,,,8,16,8,12.0
892,PWA,256,297,Men,Round 1,0,873_1a,1 a,1.0,,,,16,16,1,1.0
893,PWA,256,297,Men,Round 1,0,873_1b,1 b,1.0,,,,16,16,2,2.0
894,PWA,256,297,Men,Round 2,1,873_10a,10 a,1.0,,,,8,16,1,5.0
895,PWA,256,297,Men,Round 2,1,873_10b,10 b,1.0,,,,8,16,2,6.0
896,PWA,256,297,Men,Round 2,1,873_11a,11 a,1.0,,,,8,16,3,7.0
897,PWA,256,297,Men,Round 2,1,873_11b,11 b,1.0,,,,8,16,4,8.0
898,PWA,256,297,Men,Round 2,1,873_12a,12 a,1.0,,,,8,16,5,9.0
899,PWA,256,297,Men,Round 2,1,873_12b,12 b,1.0,,,,8,16,6,10.0
900,PWA,256,297,Men,Round 3,2,873_13a,13 a,1.0,,,,4,16,1,7.0
901,PWA,256,297,Men,Round 3,2,873_13b,13 b,1.0,,,,4,16,2,8.0
902,PWA,256,297,Men,Round 3,2,873_14a,14 a,1.0,,,,4,16,3,9.0
903,PWA,256,297,Men,Round 3,2,873_14b,14 b,1.0,,,,4,16,4,10.0
904,PWA,256,297,Men,Round 4,3,873_15a,15 a,1.0,,,,2,16,1,8.0
905,PWA,256,297,Men,Round 4,3,873_15b,15 b,1.0,,,,2,16,2,9.0
906,PWA,256,297,Men,Round 5,4,873_16a,16,1.0,,,,2,16,1,8.0
907,PWA,256,297,Men,Round 5,4,873_17a,17,1.0,,,,2,16,2,9.0
908,PWA,256,297,Men,Round 1,0,873_2a,2 a,1.0,,,,16,16,3,3.0
909,PWA,256,297,Men,Round 1,0,873_2b,2 b,1.0,,,,16,16,4,4.0
910,PWA,256,297,Men,Round 1,0,873_3a,3 a,1.0,,,,16,16,5,5.0
911,PWA,256,297,Men,Round 1,0,873_3b,3 b,1.0,,,,16,16,6,6.0
912,PWA,256,297,Men,Round 1,0,873_4a,4 a,1.0,,,,16,16,7,7.0
913,PWA,256,297,Men,Round 1,0,873_4b,4 b,1.0,,,,16,16,8,8.0
914,PWA,256,297,Men,Round 1,0,873_5a,5 a,1.0,,,,16,16,9,9.0
915,PWA,256,297,Men,Round 1,0,873_5b,5 b,1.0,,,,16,16,10,10.0
916,PWA,256,297,Men,Round 1,0,873_6a,6 a,1.0,,,,16,16,11,11.0
917,PWA,256,297,Men,Round 1,0,873_6b,6 b,1.0,,,,16,16,12,12.0
918,PWA,256,297,Men,Round 1,0,873_7a,7 a,1.0,,,,16,16,13,13.0
919,PWA,256,297,Men,Round 1,0,873_7b,7 b,1.0,,,,16,16,14,14.0
920,PWA,256,297,Men,Round 1,0,873_8a,8 a,1.0,,,,16,16,15,15.0
921,PWA,256,297,Men,Round 1,0,873_8b,8 b,1.0,,,,16,16,16,16.0
922,PWA,256,297,Men,Round 2,1,873_9a,9 a,1.0,,,,8,16,7,11.0
923,PWA,256,297,Men,Round 2,1,873_9b,9 b,1.0,,,,8,16,8,12.0
924,PWA,256,298,Women,Round 1,0,872_18a,18 a,1.0,,,,8,8,1,1.0
925,PWA,256,298,Women,Round 1,0,872_18b,18 b,1.0,,,,8,8,2,2.0
926,PWA,256,298,Women,Round 1,0,872_19a,19 a,1.0,,,,8,8,3,3.0
927,PWA,256,298,Women,Round 1,0,872_19b,19 b,1.0,,,,8,8,4,4.0
928,PWA,256,298,Women,Round 1,0,872_20a,20 a,1.0,,,,8,8,5,5.0
929,PWA,256,298,Women,Round 1,0,872_20b,20 b,1.0,,,,8,8,6,6.0
930,PWA,256,298,Women,Round 1,0,872_21a,21 a,1.0,,,,8,8,7,7.0
931,PWA,256,298,Women,Round 1,0,872_21b,21 b,1.0,,,,8,8,8,8.0
932,PWA,256,298,Women,Round 2,1,872_22a,22 a,1.0,,,,8,8,1,1.0
933,PWA,256,298,Women,Round 2,1,872_22b,22 b,1.0,,,,8,8,2,2.0
934,PWA,256,298,Women,Round 2,1,872_23a,23 a,1.0,,,,8,8,3,3.0
935,PWA,256,298,Women,Round 2,1,872_23b,23 b,1.0,,,,8,8,4,4.0
936,PWA,256,298,Women,Round 2,1,872_24a,24 a,1.0,,,,8,8,5,5.0
937,PWA,256,298,Women,Round 2,1,872_24b,24 b,1.0,,,,8,8,6,6.0
938,PWA,256,298,Women,Round 2,1,872_25a,25 a,1.0,,,,8,8,7,7.0
939,PWA,256,298,Women,Round 2,1,872_25b,25 b,1.0,,,,8,8,8,8.0
940,PWA,256,298,Women,Round 3,2,872_26a,26 a,1.0,,,,4,8,1,3.0
941,PWA,256,298,Women,Round 3,2,872_26b,26 b,1.0,,,,4,8,2,4.0
942,PWA,256,298,Women,Round 3,2,872_27a,27 a,1.0,,,,4,8,3,5.0
943,PWA,256,298,Women,Round 3,2,872_27b,27 b,1.0,,,,4,8,4,6.0
